1742638991,right,0.328,/home/zee/Documents/final_project/ch_16_mark4/model/42.58-acc-64x3-batch-norm-50epoch-1742631343-loss-1.36.keras,0.26,0.328,0.412
1742639518,right,0.392,/home/zee/Documents/final_project/ch_16_mark4/model/42.58-acc-64x3-batch-norm-50epoch-1742631343-loss-1.36.keras,0.24,0.392,0.368
